# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-a" "/mnt/data/bioinfo/rna_seq_project/reference/Saccharomyces_cerevisiae.R64-1-1.111.gtf" "-o" "gene_counts.txt" "aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aligned_sorted.bam
YGR129W	VII	750400	751047	+	648	146
YGL027C	VII	443642	446143	-	2502	1736
tL(CAA)G2	VII;VII	423092;423162	423129;423205	+;+	82	0
YGL231C	VII	63048	63620	-	573	778
YGL019W	VII	458156	458992	+	837	1021
tR(UCU)G3	VII	736340	736411	+	72	6
YGR017W	VII	523787	524680	+	894	604
YGR107W	VII	702667	703116	+	450	9
YGL039W	VII	423961	425007	+	1047	428
tL(CAA)G3	VII;VII	857378;857454	857421;857491	-;-	82	0
YGL123C-A	VII	277634	277864	-	231	0
YGL002W	VII	494517	495167	+	651	400
YGR044C	VII	582990	583892	-	903	544
YGR193C	VII	884509	885741	-	1233	894
YGL033W	VII;VII;VII	435625;435750;436375	435679;436312;436401	+;+;+	645	26
YGR165W	VII	829116	830153	+	1038	1110
YGL030W	VII;VII	439091;439324	439093;439638	+;+	318	20875
YGL128C	VII	269293	270144	-	852	190
YGL063C-A	VII	384502	384651	-	150	0
YGL007C-A	VII	482941	483027	-	87	5
YGL175C	VII	173285	174322	-	1038	147
YGL223C	VII	79112	80365	-	1254	510
YGR190C	VII	880296	880661	-	366	88
YGL004C	VII	490703	491956	-	1254	341
YGL148W	VII	226399	227529	+	1131	3375
YGR281W	VII	1052824	1057257	+	4434	776
tH(GUG)G2	VII	319781	319852	+	72	2
tF(GAA)G	VII;VII	440716;440771	440751;440807	-;-	73	0
YGR078C	VII	639772	640371	-	600	424
YGL133W	VII	257707	261501	+	3795	953
tV(AAC)G2	VII	823482	823555	+	74	8
YGR295C	VII	1081584	1082729	-	1146	1564
YGR048W	VII	589826	590911	+	1086	661
YGR065C	VII	618077	619858	-	1782	1526
YGL051W	VII	403687	404391	+	705	58
YGL220W	VII	82374	82736	+	363	919
YGR019W	VII	525229	526644	+	1416	526
YGL010W	VII	475545	476069	+	525	231
YGL090W	VII	343319	344584	+	1266	270
YGR054W	VII	596693	598621	+	1929	1933
YGR174W-A	VII	846655	846741	+	87	9
YGL032C	VII	436570	436833	-	264	280
tE(UUC)G2	VII	401527	401598	-	72	0
YGL179C	VII	163409	165091	-	1683	168
tE(UUC)G3	VII	541850	541921	+	72	0
YGR002C	VII	498476	499906	-	1431	505
YGL134W	VII	255663	256964	+	1302	282
YGL235W	VII	55279	55815	+	537	0
YGL006W	VII	485921	489442	+	3522	2397
YGR028W	VII	542203	543291	+	1089	588
YGR283C	VII	1059015	1060040	-	1026	440
YGR249W	VII	988049	989419	+	1371	72
snR82	VII	316788	317055	+	268	37
snR7-L	VII	939459	939672	-	214	1
YGL232W	VII;VII	62075;62190	62131;63002	+;+	870	592
YGL157W	VII	209006	210049	+	1044	695
YGL118C	VII	288014	288451	-	438	10
YGR012W	VII	513159	514340	+	1182	562
YGR242W	VII	976415	976723	+	309	34
YGR014W	VII	516943	520863	+	3921	2113
YGR038C-A	VII	566145	567467	-	1323	0
YGR161C-C	VII	821693	823015	-	1323	0
YGR027W-A	VII	536057	537379	+	1323	0
YGR109W-A	VII	707610	708482	+	873	0
YGR027W-B	VII	536057	541325	+	5269	235
YGR038C-B	VII	562199	567467	-	5269	608
YGR161C-D	VII	817747	823015	-	5269	179
YGR161W-A	VII	811738	813054	+	1317	0
YGR109W-B	VII	707610	712254	+	4645	426
YGR161W-B	VII	811738	817051	+	5314	13
YLL050C	XII;XII	39804;40401	40221;40414	-;-	432	3452
YLL032C	XII	74270	76747	-	2478	395
YLR466W	XII	1067087	1071235	+	4149	108
YLR054C	XII;XII	248717;250948	250860;250978	-;-	2175	49
YLR437C	XII	1011622	1012023	-	402	207
YLR217W	XII	572909	573232	+	324	2
YLL056C	XII	27409	28305	-	897	89
YLR128W	XII;XII	398530;398627	398532;399433	+;+	810	122
YLR279W	XII	704309	704698	+	390	26
YLR075W	XII	282927	283592	+	666	14735
YLR052W	XII	247201	247953	+	753	364
YLR159C-A	XII	485711	485842	-	132	0
YLR025W	XII	194452	195174	+	723	1190
YLR049C	XII	243886	245172	-	1287	542
YLR308W	XII	747937	748875	+	939	0
YLR032W	XII	204991	208500	+	3510	531
ETS2-2	XII	460712	460922	-	211	1
YLR251W	XII	641464	642057	+	594	101
YLR321C	XII	776584	777864	-	1281	397
YLR327C	XII	783127	783387	-	261	457
YLR154C-H	XII	468827	468958	-	132	0
YLR247C	XII	628684	633354	-	4671	1168
YLR167W	XII	498947	499405	+	459	44912
YLR220W	XII	576825	577793	+	969	1148
YLR455W	XII	1053629	1054543	+	915	538
YLR282C	XII	705071	705412	-	342	1
YLR094C	XII	327730	329238	-	1509	141
YLR272C	XII	683672	687202	-	3531	849
YLR264C-A	XII	673828	673944	-	117	1554
YLR338W	XII	804346	805203	+	858	2
YLR181C	XII	516678	517670	-	993	601
YLR458W	XII	1056455	1056835	+	381	0
YLR180W	XII	515262	516410	+	1149	9951
YLR250W	XII	640317	641021	+	705	996
YLR222C-A	XII	582006	582236	-	231	20
YLR424W	XII	973395	975521	+	2127	283
YLR253W	XII	642627	644336	+	1710	1351
YLR390W-A	XII	903724	904440	+	717	4279
YLR233C	XII	607425	609524	-	2100	226
YLR347W-A	XII	824789	824929	+	141	0
YLR117C	XII	382471	384534	-	2064	505
YLR110C	XII	369697	370098	-	402	34550
YLR072W	XII	278862	280943	+	2082	606
YLR069C	XII	271630	273915	-	2286	2697
YLR403W	XII	925568	927619	+	2052	932
YLR008C	XII	165577	166083	-	507	772
YLR231C	XII	605758	607119	-	1362	664
YLR264W	XII	673131	673334	+	204	3792
YLR164W	XII	493883	494389	+	507	64
YLR079W	XII	286820	287674	+	855	739
YLR103C	XII	343989	345941	-	1953	646
YLR170C	XII	500579	501049	-	471	0
YLR228C	XII	600019	602463	-	2445	436
YLL036C	XII	66745	68256	-	1512	509
YLR467C-A	XII	1077050	1077532	-	483	0
YLR198C	XII	547286	547645	-	360	50
snR61	XII	794486	794575	-	90	55
YLR411W	XII	947253	947978	+	726	39
YLR056W	XII	253861	254958	+	1098	7042
YLR429W	XII	990777	992732	+	1956	2205
YLL060C	XII	21138	21839	-	702	96
YLR310C	XII	752224	756993	-	4770	1748
YLR342W	XII	809997	815627	+	5631	16239
YLR017W	XII	177608	178621	+	1014	839
tL(UAG)L2	XII;XII	732090;732147	732127;732190	+;+	82	0
YLR304C	XII	735212	737548	-	2337	10587
YLL052C	XII	35912	36361	-	450	490
YLR027C	XII	196829	198085	-	1257	4589
YLR214W	XII	568567	570627	+	2061	551
ITS2-2	XII	464319	464550	-	232	24
YLL062C	XII	16639	17613	-	975	673
YLR378C	XII	875736	877178	-	1443	2301
YLR023C	XII	185498	187129	-	1632	1148
YLR425W	XII	982894	986817	+	3924	500
YLR073C	XII	281019	281621	-	603	200
YLL008W	XII	131729	133987	+	2259	1772
YLL063C	XII	14648	16072	-	1425	0
YLR449W	XII	1030834	1032012	+	1179	1494
YLL046C	XII	46714	47463	-	750	0
YLR089C	XII	318237	320015	-	1779	1437
RDN18-1	XII	455933	457732	-	1800	0
YLR020C	XII	181789	183405	-	1617	1154
YLR190W	XII	535214	536689	+	1476	1035
YLR045C	XII	235037	237703	-	2667	949
YLR285W	XII	707360	708145	+	786	714
YLR322W	XII	777628	777942	+	315	1
YLR276C	XII	695046	696830	-	1785	1571
YLR346C	XII	822287	822592	-	306	12
YLR156W	XII	472113	472457	+	345	0
YLR135W	XII	413281	415527	+	2247	344
YLR261C	XII	668237	668563	-	327	2
YLL066C	XII;XII	6120;9550	9450;9836	-;-	3618	385
YLR077W	XII	283872	285623	+	1752	655
YLR144C	XII	429677	432016	-	2340	427
YLR414C	XII	953353	954144	-	792	1003
YLR030W	XII	203290	204081	+	792	125
YLR301W	XII	730825	731559	+	735	2332
YLR252W	XII	641957	642262	+	306	48
YLR427W	XII	988428	990440	+	2013	750
YLR200W	XII	549012	549356	+	345	640
YLR150W	XII	440467	441288	+	822	15564
YLL021W	XII	100947	105347	+	4401	1959
YLR078C	XII;XII	285736;286557	286467;286559	-;-	735	580
YLR153C	XII	445524	447575	-	2052	8283
YLR404W	XII	928743	929600	+	858	206
YLR014C	XII	172268	174982	-	2715	370
YLL005C	XII	137940	140546	-	2607	314
tQ(UUG)L	XII	448650	448721	-	72	0
YLR262C	XII	668244	668891	-	648	309
YLR296W	XII	722978	723304	+	327	0
YLR234W	XII	609783	611753	+	1971	203
YLR096W	XII	332590	336033	+	3444	1017
YLR271W	XII	682737	683561	+	825	118
YLR033W	XII	208761	210269	+	1509	792
YLR278C	XII	699999	704024	-	4026	885
YLL055W	XII	30109	31704	+	1596	700
YLR266C	XII	675619	677724	-	2106	573
YLL030C	XII	80356	80697	-	342	0
YLR323C	XII	778173	778952	-	780	226
YLR007W	XII	164392	165402	+	1011	430
YLR406C-A	XII	932206	932355	-	150	0
YLL015W	XII	116432	121111	+	4680	1466
YLR343W	XII	816094	817761	+	1668	94
YLR269C	XII	680866	681216	-	351	25
tN(GUU)L	XII	975983	976056	-	74	0
YLR210W	XII	562008	563390	+	1383	295
YLR058C	XII	257992	259401	-	1410	26982
YLR145W	XII	432168	432773	+	606	193
YLR080W	XII	287916	289250	+	1335	171
YLR443W	XII	1022625	1023971	+	1347	424
YLR325C	XII	781143	781379	-	237	9360
YLL006W	XII	136586	137866	+	1281	335
YLR074C	XII	281956	282456	-	501	617
RDN5-5	XII	485697	485815	+	119	0
YLR311C	XII	757265	757612	-	348	14
YLR191W	XII	537272	538432	+	1161	452
YLR235C	XII	611532	611930	-	399	0
YLR364C-A	XII	855523	855645	-	123	0
ITS2-1	XII	455182	455413	-	232	7
YLR288C	XII	713480	714904	-	1425	268
YLL001W	XII	147890	150163	+	2274	1154
YLR409C	XII	934414	937233	-	2820	1923
YLR099C	XII	339744	340928	-	1185	276
YLR131C	XII	404510	406822	-	2313	551
YLR362W	XII	849866	852019	+	2154	382
YLR256W	XII	646415	650923	+	4509	1043
YLR068W	XII	271008	271463	+	456	380
YLR101C	XII	342566	342961	-	396	4
YLR341W	XII	807385	808818	+	1434	80
YLL054C	XII	32673	35204	-	2532	493
YLR186W	XII	523632	524390	+	759	1208
YLR143W	XII	427329	429386	+	2058	558
YLR368W	XII	857540	859336	+	1797	324
YLR393W	XII	907079	907918	+	840	170
YLR176C	XII	507797	510232	-	2436	219
YLR126C	XII	394765	395520	-	756	318
YLR099W-A	XII	341325	341588	+	264	144
YLR423C	XII	971917	973170	-	1254	178
YLR357W	XII	841331	844000	+	2670	668
YLR197W	XII	546097	547611	+	1515	4591
ETS1-1	XII	457733	458432	-	700	5
YLR187W	XII	524865	527945	+	3081	314
RDN5-2	XII	468813	468931	+	119	0
YLL034C	XII	70633	73146	-	2514	1143
YLL023C	XII	97997	98836	-	840	621
YLR065C	XII	266373	266918	-	546	584
YLL031C	XII	77152	80205	-	3054	1475
YLR419W	XII	958428	962735	+	4308	988
YLR149C-A	XII	440370	440456	-	87	29
YLR294C	XII	721701	722030	-	330	336
YLR405W	XII	929789	930892	+	1104	485
YLR157C-C	XII	482059	482190	-	132	0
YLR463C	XII	1066265	1066816	-	552	0
YLR026C	XII	195450	196472	-	1023	584
YLR267W	XII	678212	679924	+	1713	173
YLR093C	XII;XII	326513;327400	327258;327415	-;-	762	1039
YLR085C	XII	300673	301989	-	1317	333
YLR246W	XII	627118	628197	+	1080	195
YLR433C	XII	1004347	1006008	-	1662	430
YLR227C	XII	590562	592043	-	1482	261
YLR012C	XII	169982	170281	-	300	0
YLR111W	XII	370391	370723	+	333	17
YLR152C	XII	442958	444688	-	1731	352
YLR370C	XII	861718	862254	-	537	826
YLL026W	XII	88623	91349	+	2727	3704
YLR289W	XII	715089	717026	+	1938	385
YLL066W-B	XII	5605	5775	+	171	0
YLR114C	XII	374944	377238	-	2295	1657
YLR213C	XII	566654	567922	-	1269	104
YLR146C	XII	432823	433725	-	903	433
YLR445W	XII;XII	1024189;1024655	1024572;1024837	+;+	567	0
RDN18-2	XII	465070	466869	-	1800	0
YLR169W	XII	500335	500688	+	354	87
YLR202C	XII;XII	550194;550575	550458;550636	-;-	327	16
YLL053C	XII	35503	35961	-	459	336
YLR333C	XII	795573	795899	-	327	4431
YLR082C	XII	292394	293572	-	1179	253
YLR193C	XII	540009	540536	-	528	398
YLL043W	XII	49938	51947	+	2010	1359
YLR337C	XII	802653	805106	-	2454	700
YLL066W-A	XII	6486	6968	+	483	0
YLR039C	XII	225426	228596	-	3171	645
YLR457C	XII	1055812	1056771	-	960	144
YLR377C	XII	873746	874792	-	1047	59
YLR104W	XII	346585	346980	+	396	321
YLR319C	XII	769318	771684	-	2367	658
YLR184W	XII	522106	522453	+	348	14
YLR317W	XII	765655	766089	+	435	0
YLL003W	XII	143201	146041	+	2841	710
YLR004C	XII	157934	159505	-	1572	91
YLR407W	XII	932967	933653	+	687	420
YLR336C	XII	799697	802396	-	2700	939
YLR430W	XII	993434	1000129	+	6696	1710
YLR436C	XII	1007421	1011245	-	3825	924
YLR347C	XII	823828	826413	-	2586	1394
YLR324W	XII	779215	780786	+	1572	749
tV(AAC)L	XII	687859	687932	-	74	6
YLR460C	XII	1059757	1060887	-	1131	453
YLR113W	XII	371620	372927	+	1308	2035
YLR046C	XII	238001	238813	-	813	191
YLR125W	XII	393484	393894	+	411	55
YLR196W	XII	543968	545698	+	1731	1874
YLR363W-A	XII	853461	853718	+	258	352
YLL061W	XII	17956	19707	+	1752	1280
YLR119W	XII	385534	386175	+	642	144
snR57	XII	794937	795024	-	88	36
YLL020C	XII	105556	105861	-	306	14
YLR163C	XII	491866	493254	-	1389	1041
YLL014W	XII	121322	121648	+	327	1164
YLR129W	XII	399657	402488	+	2832	1767
tD(GUC)L2	XII	793918	793989	+	72	2
YLR173W	XII	502421	504247	+	1827	425
YLR090W	XII	320701	322080	+	1380	1037
YLR286W-A	XII	708562	708696	+	135	0
snR55	XII	794697	794794	-	98	6
YLR259C	XII	663284	665002	-	1719	10359
YLR219W	XII	574151	576337	+	2187	703
YLR401C	XII	922442	924448	-	2007	1044
YLL058W	XII	23569	25296	+	1728	282
YLR177W	XII	511054	512940	+	1887	536
YLR415C	XII	954259	954597	-	339	8
YLR467W	XII	1072508	1077898	+	5391	140
YLR302C	XII	732191	732553	-	363	2
YLR185W	XII;XII	522663;523029	522669;523288	+;+	267	4663
YLR060W	XII	260979	262766	+	1788	3801
YLR313C	XII	760750	762342	-	1593	279
YLR303W	XII	732542	733876	+	1335	28796
YLR154W-B	XII	454392	454556	+	165	0
YLL029W	XII	81461	83710	+	2250	1589
YLL047W	XII	46672	47055	+	384	0
YLR285C-A	XII	708168	708338	-	171	158
YLR001C	XII	151389	153977	-	2589	714
snR79	XII	348427	348510	-	84	11
YLR465C	XII	1067045	1067353	-	309	0
YLR015W	XII	175227	176744	+	1518	457
YLR432W	XII	1002557	1004128	+	1572	4100
YLR081W	XII	290212	291936	+	1725	59
YLR166C	XII	495429	498044	-	2616	801
YLR383W	XII	885288	888632	+	3345	702
YLR035C	XII	212369	214456	-	2088	250
YLR044C	XII	232390	234081	-	1692	107919
YLR293C	XII	720771	721430	-	660	4936
YLR399W-A	XII	920869	920973	+	105	0
YLR192C	XII	538792	539589	-	798	2970
YLR300W	XII	728955	730301	+	1347	10111
YLR098C	XII	337527	339473	-	1947	307
YLR448W	XII;XII	1028854;1029253	1028868;1029768	+;+	531	6525
YLR381W	XII	879723	881924	+	2202	334
YLR280C	XII	704483	704833	-	351	0
snR44	XII	856710	856920	+	211	151
YLR367W	XII;XII	856442;857058	856574;857317	+;+	393	2731
YLR309C	XII	749034	751769	-	2736	1305
YLR299W	XII	726069	728051	+	1983	644
YLR224W	XII	586464	587573	+	1110	522
YLR029C	XII	201976	202590	-	615	24785
YLR373C	XII	868662	871367	-	2706	673
YLR092W	XII	323544	326225	+	2682	4362
YLL018C-A	XII	108676	108972	-	297	109
RDN25-2	XII	460923	464318	-	3396	0
YLR066W	XII	267169	267723	+	555	905
RDN58-1	XII	455414	455571	-	158	0
YLR146W-A	XII	433870	434058	+	189	129
YLR175W	XII	506134	507585	+	1452	5738
YLR402W	XII	924889	925080	+	192	143
YLR158C	XII	482549	483637	-	1089	0
YLL051C	XII	37333	39471	-	2139	811
YLR314C	XII	762575	764137	-	1563	2340
YLR438C-A	XII	1013909	1014178	-	270	685
YLR209C	XII	560797	561732	-	936	574
YLR019W	XII	180288	181481	+	1194	674
YLR123C	XII	391078	391407	-	330	9
YLR353W	XII	834352	836163	+	1812	480
YLR361C	XII	847388	849124	-	1737	503
YLL033W	XII	73409	74101	+	693	124
YLR389C	XII	899577	902660	-	3084	1385
YLR438W	XII	1012501	1013775	+	1275	155
YLR290C	XII	717145	717978	-	834	203
YLR270W	XII	681186	682238	+	1053	459
YLR194C	XII	540809	541573	-	765	1077
YLR006C	XII	161755	163893	-	2139	649
YLR223C	XII	582233	585490	-	3258	1133
YLR195C	XII	541937	543304	-	1368	1065
YLL016W	XII	112847	115993	+	3147	300
YLL067W-A	XII	843	1325	+	483	0
YLR398C	XII	915156	919019	-	3864	1211
YLR418C	XII	956914	958095	-	1182	549
YLR010C	XII	167320	167802	-	483	91
YLR307W	XII	745620	746525	+	906	32
YLR356W	XII	840321	840914	+	594	241
YLR431C	XII	1000342	1001703	-	1362	166
YLR109W	XII	368781	369311	+	531	8747
tI(UAU)L	XII;XII	605300;605396	605335;605432	-;-	73	0
YLR364W	XII	854062	854391	+	330	485
YLR106C	XII	349006	363738	-	14733	4328
YLR083C	XII	294091	296094	-	2004	2699
YLR274W	XII	691555	693882	+	2328	780
YLR413W	XII	951156	953183	+	2028	988
YLR412C-A	XII	950267	950473	-	207	2
YLR340W	XII	805887	806825	+	939	8612
YLR055C	XII	251272	253080	-	1809	663
YLR254C	XII	644404	644973	-	570	164
YLL017W	XII	112234	112545	+	312	6
YLR121C	XII	388744	390270	-	1527	663
tA(AGC)L	XII	656934	657006	-	73	1
YLL042C	XII	52087	52590	-	504	75
YLR157W-D	XII	475764	475976	+	213	0
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	198
YLR400W	XII	922063	922536	+	474	42
YLR105C	XII	347047	348180	-	1134	405
YLR142W	XII	425186	426616	+	1431	261
YLR376C	XII	872826	873554	-	729	125
YLR318W	XII	766542	769196	+	2655	172
YLR239C	XII	616332	617318	-	987	623
YLR262C-A	XII	669468	669662	-	195	1896
tE(UUC)L	XII	797178	797249	+	72	0
YLL037W	XII	66562	66942	+	381	0
YLR452C	XII	1039270	1041366	-	2097	1214
YLR372W	XII	867354	868391	+	1038	5116
YLR154W-C	XII	454696	455070	+	375	0
ETS2-1	XII	451575	451785	-	211	0
YLR363C	XII	852495	853151	-	657	237
YLR207W	XII	556788	559289	+	2502	525
YLR312W-A	XII	759480	760241	+	762	982
YLR188W	XII	528300	530387	+	2088	1212
YLR011W	XII	169103	169678	+	576	124
YLR159W	XII	485345	485689	+	345	0
YLR328W	XII	784913	786118	+	1206	693
YLR171W	XII	500733	501122	+	390	0
YLR241W	XII	620473	622821	+	2349	1016
YLR245C	XII	626502	626930	-	429	182
YLR360W	XII	846103	847422	+	1320	296
snR30	XII	198784	199389	+	606	109
YLR205C	XII	552724	553677	-	954	741
RDN25-1	XII	451786	455181	-	3396	0
YLR161W	XII	488997	489341	+	345	0
YLR287C	XII	710991	712058	-	1068	703
YLR366W	XII	855538	855843	+	306	4
YLR410W	XII	937541	940981	+	3441	1216
YLR230W	XII	604574	604879	+	306	199
YLR097C	XII	336231	337265	-	1035	386
YLR397C	XII	912550	914892	-	2343	842
YLR120C	XII	386511	388220	-	1710	956
YLR335W	XII	797430	799592	+	2163	1992
YLR399C	XII	919536	921596	-	2061	1759
YLL044W	XII	48216	48662	+	447	0
YLR453C	XII	1041799	1042986	-	1188	135
YLL057C	XII	25756	26994	-	1239	99
YLR388W	XII	898651	898821	+	171	4441
YLR249W	XII	636780	639914	+	3135	49037
YLR151C	XII	441715	442737	-	1023	187
YLR260W	XII	665844	667907	+	2064	638
YLL010C	XII	129330	130613	-	1284	387
YLR133W	XII	408445	410193	+	1749	695
YLR329W	XII;XII	786442;786713	786615;787333	+;+	795	35
snR6	XII	366235	366346	+	112	0
YLL011W	XII	127523	128992	+	1470	949
YLR384C	XII	888851	892900	-	4050	2275
YLR203C	XII	550650	551960	-	1311	1309
YLR156C-A	XII	472479	472610	-	132	0
YLR394W	XII	907950	909398	+	1449	313
YLR021W	XII	183623	184162	+	540	259
YLR331C	XII	790669	791046	-	378	3
YLR450W	XII	1032627	1035764	+	3138	625
YLR140W	XII	423474	423800	+	327	10
YLR157W-E	XII	481873	482037	+	165	0
YLR390W	XII	903066	903404	+	339	202
YLR291C	XII	718317	719462	-	1146	833
RDN5-4	XII	482045	482163	+	119	0
YLR408C	XII	933885	934253	-	369	50
YLR240W	XII	617533	620160	+	2628	559
YLR018C	XII	178707	179606	-	900	709
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	5914
YLR412W	XII	948368	949192	+	825	378
YLR447C	XII	1026856	1027893	-	1038	3408
YLR361C-A	XII	849383	849679	-	297	205
YLR112W	XII	370791	371210	+	420	153
YLR435W	XII	1006378	1006995	+	618	729
YLR084C	XII	296589	300251	-	3663	1013
snR34	XII	899180	899382	+	203	19
YLR091W	XII	322297	323178	+	882	256
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	293
YLR102C	XII	342970	343767	-	798	170
YLR263W	XII	670340	672823	+	2484	249
YLR379W	XII	876922	877296	+	375	438
tL(UAG)L1	XII;XII	592519;592582	592562;592619	-;-	82	14
YLR459W	XII	1057334	1058518	+	1185	738
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	221
YLR277C	XII	697156	699495	-	2340	647
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	0
YLR229C	XII	604212	604787	-	576	566
YLR120W-A	XII	388672	388773	+	102	9
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	10733
YLL059C	XII	22474	22980	-	507	12
YLR238W	XII	614755	616191	+	1437	337
YLR283W	XII	705186	706130	+	945	187
YLR298C	XII	724721	725416	-	696	306
YLR232W	XII	606830	607177	+	348	3
YLR086W	XII	302243	306499	+	4257	944
YLR053C	XII	248100	248426	-	327	87
YLL041C	XII	53131	53931	-	801	1522
YLR330W	XII	787664	789679	+	2016	2582
YLR244C	XII	625168	626331	-	1164	1979
YLR299C-A	XII	727911	728003	-	93	0
YLL019W-A	XII	106908	107000	+	93	0
YLR258W	XII	660716	662833	+	2118	485
YLR174W	XII	504591	505829	+	1239	184
YLR444C	XII	1023686	1023988	-	303	1
YLR315W	XII	764808	765269	+	462	92
YLR374C	XII	871453	871842	-	390	6
YLR154W-F	XII	455883	456023	+	141	0
tR(ACG)L	XII	374355	374427	+	73	1
YLR172C	XII	501260	502162	-	903	1104
YLR273C	XII	689083	691029	-	1947	221
tK(UUU)L	XII;XII	875376;875436	875412;875471	+;+	73	3
YLL012W	XII	125534	127255	+	1722	1540
YLR022C	XII	184174	184926	-	753	505
YLR382C	XII	882067	884751	-	2685	1131
YLR041W	XII	229377	229697	+	321	8
YLR466C-A	XII	1070387	1070869	-	483	0
YLR268W	XII	680200	680844	+	645	737
YLR420W	XII	963785	964879	+	1095	1175
ITS1-1	XII	455572	455932	-	361	2
YLR137W	XII	417006	418109	+	1104	255
YLR087C	XII	306855	315731	-	8877	700
YLL049W	XII	40666	41205	+	540	289
tL(CAA)L	XII;XII	628383;628454	628420;628497	+;+	82	0
RDN37-1	XII;XII;XII	451786;455414;455933	455181;455571;457732	-;-;-	5354	0
YLR426W	XII;XII	987062;987213	987141;988113	+;+	981	302
YLL035W	XII	68580	70478	+	1899	509
YLL009C	XII	131205	131414	-	210	802
YLR036C	XII	221521	222132	-	612	29
YLR118C	XII	384725	385408	-	684	348
ETS1-2	XII	466870	467569	-	700	3
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	6797
ITS1-2	XII	464709	465069	-	361	6
YLR136C	XII	415801	416658	-	858	98
YLR385C	XII	892992	893390	-	399	81
YLR281C	XII	704493	704960	-	468	64
YLR138W	XII	418437	421394	+	2958	1780
YLL019C	XII	105686	107899	-	2214	604
YLR284C	XII	706198	707040	-	843	103
YLR295C	XII	721999	722373	-	375	1568
YLR307C-A	XII	746848	747111	-	264	4
YLR349W	XII	827521	828027	+	507	5
YLR248W	XII	634252	636084	+	1833	1687
YLL006W-A	XII	136345	136521	+	177	0
YLR127C	XII	395758	398319	-	2562	329
YLR002C	XII	154343	156334	-	1992	729
YLR168C	XII	499578	500270	-	693	1467
YLR342W-A	XII	815810	815983	+	174	129
YLR031W	XII	204225	204785	+	561	71
RDN5-3	XII	472465	472583	+	119	0
YLR189C	XII	530797	534393	-	3597	1412
YLR358C	XII	843487	844050	-	564	16
YLR134W	XII	410723	412414	+	1692	341
YLR051C	XII	246324	246977	-	654	559
YLR466C-B	XII	1071594	1071710	-	117	7
YLR215C	XII	570776	571858	-	1083	446
YLR206W	XII	554578	556419	+	1842	1457
tI(AAU)L2	XII	1052071	1052144	-	74	0
YLR201C	XII	549511	550293	-	783	211
YLL018C	XII	109902	111575	-	1674	3812
YLL025W	XII	94747	95121	+	375	44
YLR392C	XII	904749	906305	-	1557	279
YLR063W	XII	264157	265254	+	1098	194
tA(UGC)L	XII	214883	214955	-	73	0
YLR124W	XII	391600	391944	+	345	28
YLR350W	XII	828730	829380	+	651	466
YLR312C	XII	757637	758833	-	1197	54
YLR204W	XII	552270	552605	+	336	727
YLL007C	XII	134302	136299	-	1998	189
YLR141W	XII	423683	424774	+	1092	215
tD(GUC)L1	XII	427132	427203	+	72	0
YLL038C	XII	65775	66518	-	744	285
YLR257W	XII	658826	659791	+	966	1137
YLR108C	XII	366667	368124	-	1458	761
YLR163W-A	XII	492812	492925	+	114	0
YLR416C	XII	954491	954889	-	399	5
YLR375W	XII	871697	872728	+	1032	500
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	10303
YLR154W-E	XII	455433	455636	+	204	0
YLR155C	XII	469317	470405	-	1089	3
tS(AGA)L	XII	167944	168025	-	82	0
YLR003C	XII	156855	157730	-	876	544
YLR221C	XII	578362	579024	-	663	888
YLR355C	XII	838066	839253	-	1188	27270
YLR464W	XII;XII	1066572;1067364	1067084;1067501	+;+	651	7
YLR446W	XII	1025214	1026515	+	1302	181
YLR237W	XII	612367	614163	+	1797	572
YLR441C	XII	1018141	1018908	-	768	18853
YLR178C	XII	513162	513821	-	660	212
YLR028C	XII	199540	201315	-	1776	2817
YLR043C	XII	231702	232013	-	312	2595
YLR218C	XII	573466	573918	-	453	213
YLR243W	XII	624203	625021	+	819	453
YLR148W	XII	434641	437397	+	2757	672
YLR162W-A	XII	490406	490594	+	189	0
YLR462W	XII	1065956	1066564	+	609	8
RDN37-2	XII;XII;XII	460923;464551;465070	464318;464708;466869	-;-;-	5354	0
YLR095C	XII	329677	332115	-	2439	869
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	542
YLR154W-A	XII	452438	452623	+	186	0
